Timestamp,name,Ambito di appartenenza del servizio:,Ente/Soggetto erogatore del servizio:,Indirizzo:,Referente del servizio e recapito diretto:,Contatti aggiuntivi:,Modalità di fruizione e di accesso al pubblico:,Condizioni economiche di accesso ,Giorni e orari di apertura:,Giorni della settimana e orari di apertura: [Lunedì],Giorni della settimana e orari di apertura: [Martedì],Giorni della settimana e orari di apertura: [Mercoledì],Giorni della settimana e orari di apertura: [Giovedì],Giorni della settimana e orari di apertura: [Venerdì],Giorni della settimana e orari di apertura: [Sabato],Giorni della settimana e orari di apertura: [Domenica],Periodo di apertura:,Seleziona i mesi di apertura:,Indica le occasioni di apertura:,Descrizione sintetica del servizio e quali sono le sue attività principali:,Età principali destinatari:,Altri target specifici:,È accessibile a persone con disabilità motoria?,Sono disponibili parcheggi entro 100 metri?  [Riservati agli utenti],Sono disponibili parcheggi entro 100 metri?  [Gratuiti],Sono disponibili parcheggi entro 100 metri?  [A pagamento],Sono disponibili parcheggi entro 100 metri?  [Riservati ai disabili],Data di compilazione:,Note aggiuntive:,latitude,longitude,coord_source,matched_poi_name,matched_poi_address,match_score,match_gap,match_status,map_category,address
45896.63372938657,AGRITUR LA TENUTA ,Ristorazione e agriturismi,PRIVATO,"via VIA della Selva, 27A - 38123 - Trento (TN) - ITALIA",GRISENTI GIUSEPPE  +39 329 878 2648,"www.agriturlatenuta.it
reception@agriturlatenuta.it
Facebook
 Instagram
 Airbnb
 Youtube",Con prenotazione,A pagamento,Sempre aperto,,,,,,,,Sempre aperto,,,"Il nostro complesso, situato a pochi minuti dal centro storico di Trento, è una residenza esclusiva ed elegante, dove si fondono in modo armonioso elementi naturali e urbani.
Perfetta per soggiorni brevi e disponibile anche per affitti medio-lunghi, offre ambienti spaziosi, luminosi e accoglienti, dal design raffinato e il massimo comfort.",Tutte la età,"Turisti / Visitatori, Studenti, Lavoratori / Pendolari","Si, in autonomia",Si,Si,,,45896,"La posizione strategica rende questi alloggi la scelta ideale sia per un piacevole viaggio alla scoperta della gran varietà di punti d’interesse che circondano la zona, sia per dedicarsi alle diverse attività ricreative presenti nei dintorni.",46.063032598284465,11.15567816158737,foursquare_povo.geojson,La Cassa Rurale Comano Terme,Via Marconi 4,76.43,76.43,da_verificare,Ristorazione e agriturismi,"via VIA della Selva, 27A - 38123 - Trento (TN) - ITALIA"
45896.644544166666,AGRITUR PONTE ALTO,Ristorazione e agriturismi,PRIVATO, Località Ponte Alto Via alla Cascata 27 – Loc.Povo,FURLANI ,"+39 0461 810753
+39 3471474234
+39 3495811591",Con prenotazione,A pagamento,Sempre aperto,,,,,,,,Sempre aperto,,,"Per chi desidera un luogo immerso nel verde tra vigneti e un panorama mozzafiato, a un passo da Trento, l’Agriturismo Ponte Alto è la meta ideale.",Tutte la età,"Turisti / Visitatori, Sportivi / Escursionisti, Famiglie, Lavoratori / Pendolari","Si, in autonomia",Si,Si,,,45896,"Siamo lieti di accogliervi per un soggiorno all’insegna dell’ospitalità, tra cucina del territorio, spumanti e cosmetici naturali di nostra produzione, e suggerimenti per visitare questo splendido angolo di Trentino.",46.072605740515804,11.152167514564578,foursquare_povo.geojson,Agritur Ponte Alto,Via alla Cascata 27,100.0,26.93,automatico,Ristorazione e agriturismi, Località Ponte Alto Via alla Cascata 27 – Loc.Povo
45896.66213628472,VIGILI DEL FUOCO,Associazioni e gruppi,ASSOCIAZIONE DI VOLONTARIATO,"Via Sabbioni 22/1, Trento, Italy",0461 811414,"Instagram · vigili_del_fuoco_povo
povo@distrettovvftrento.it
http://www.distrettovvftrento.it/corpo.php?id=28","Accesso riservato a determinati utenti (es. tesserati, residenti, …)",Gratuito,Aperto in determinati giorni/orari,,,Sera,,,,,Solo in determinate occasioni,,QUANDO CI SONO SERVIZI ATTIVI O MANIFESTAZIONI ,è una associazione che si occupa di interventi d'urgenza per incendi-allarmi acqua-allarme animali-allarmi chiusure porte ,"Adolescenti (11–17 anni), Giovani (18–30 anni), Adulti (31–64 anni)","Famiglie, Associazioni / Gruppi organizzati","Si, in autonomia",Si,Si,,,45896,,46.06789470125595,11.152926111628863,foursquare_povo.geojson,Vigili Del Fuoco Volontari Povo,Via Sabbioni 1,100.0,25.86,automatico,Associazioni e gruppi,"Via Sabbioni 22/1, Trento, Italy"
45896.71338290509,SCUOLA PRIMARIA PROVINCIALE,Servizi e attività economiche,SCUOLA PRIMARIA U. MOGGIOLI ,"VIA DEI RIVI, 6",PEGORETTI PIERA - DIRIGENTE SCOLASTICA,0461810355 - segr.ic.tn1@scuole.provincia.tn.it - www.ictrento1.it,"Accesso riservato a determinati utenti (es. tesserati, residenti, …)",Gratuito,Aperto in determinati giorni/orari,"Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio",Mattina,,,Solo in alcuni periodi dell'anno,"Gennaio, Febbraio, Marzo, Aprile, Maggio, Giugno, Settembre, Ottobre, Novembre, Dicembre",,SERVIZIO PUBBLICO CHE SI OCCUPA DELL'ISTRUZIONE SCOLASTICA PRIMARIA ,Bambini (0–10 anni),,"Si, in autonomia",Si,Si,No,Si,45896,STRUTTURA SCOLASTICA REGOLARMENTE FREQUENTATA ,46.064745,11.151806,foursquare_povo.geojson,Scuola Materna - Povo di Trento,Via Pantè 1,78.35,4.97,da_verificare,Servizi e attività economiche,"VIA DEI RIVI, 6"
45896.744090810185,CABINA PER FOTOTESSERE,Servizi e attività economiche,DEDEM SPA,"VIA CANCELLIERA, 59 -  00072 ARICCIA RM",SERVIZIO CLIENTI 0693026870,06930261 - info@dedem.it - www.dedem.it,Accesso libero,A pagamento,Sempre aperto,,,,,,,,Sempre aperto,,,PRODUZIONE FOTOTESSERE PER DOCUMENTI - COSTO 6 EURO,Tutte la età,Tutti,"Si, previa assistenza",No,Si,No,Si,45896,STRUTTURA MEDIAMENTE FREQUENTATA,46.064386,11.152402,commercio_e_servizi_di_prossimita.csv,Cabina Fototessere,-,100.0,24.79,automatico,Servizi e attività economiche,"VIA CANCELLIERA, 59 -  00072 ARICCIA RM"
45897.45691916667,MERCATO SETTIMANALE DI PIAZZA MANCI,Servizi e attività economiche,Vari commercianti ambulanti,Piazza Manci - Povo,,,Accesso libero,A pagamento,Aperto in determinati giorni/orari,,Mattina,Mattina,,,Mattina,,Sempre aperto,,,"Mercato degli ambulanti, in determinati giorni della settimana, al mattino, in Piazza Manci. Il martedì: bancarella di frutta e verdura e abbigliamento, 
mercoledì: bancarelle di frutta e verdura, pane dolci tipici altoatesini, piante e fiori, 
sabato: rosticceria e friggitoria pollame, frutta e verdura.",Tutte la età,Tutti,"Si, in autonomia",,Si,,Si,45897,Il mercato è funzionante nelle prime ore del mattino (verso le 7.30) e fino alle 13.00,46.066002,11.154465,commercio_e_servizi_di_prossimita.csv,Mercato Settimanale,Piazza Manci - Povo,100.0,9.86,automatico,Servizi e attività economiche,Piazza Manci - Povo
45898.68980221065,SCUOLA EQUIPARATA DELL'INFANZIA,Servizi e attività economiche,SCUOLA EQUIPARATA DELL'INFANZIA DI POVO SUOR ANGELINA LORENZINI,"VIA PANTE', 1",GRISENTI GIUSEPPE - 3356342205,0461810049/810970 - posta@scuolainfanziapovo.it - www.scuolainfanziapovo.it,"Accesso riservato a determinati utenti (es. tesserati, residenti, …)",Gratuito,Aperto in determinati giorni/orari,"Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio",,,Solo in alcuni periodi dell'anno,"Gennaio, Febbraio, Marzo, Aprile, Maggio, Giugno, Luglio, Settembre, Ottobre, Novembre, Dicembre",,SERVIZIO PUBBLICO CHE SI OCCUPA DELLA GESTIONE DEI BAMBINI DA 3 AI 6 ANNI,Bambini (0–10 anni),,"Si, previa assistenza",Si,Si,No,Si,45898,STRUTTURA MEDIAMENTE FREQUENTATA,46.064807,11.153469,foursquare_povo.geojson,Scuola equiparata dell'infanzia di Povo,Via Pantè 1,100.0,9.86,automatico,Servizi e attività economiche,"VIA PANTE', 1"
45898.70436875,SCUOLA PROVINCIALE DELL'INFANZIA,Servizi e attività economiche,"SCUOLA PROVINCIALE DELL'INFANZIA DI TRENTO POVO ""M.C. CONOTTER""","VIA DELLA RESISTENZA, 48",CHIARA NADALON - 0461496952,0461810574 - scuolainfanzia.povo@scuole.provincia.tn.it - www.vivoscuola.it,"Accesso riservato a determinati utenti (es. tesserati, residenti, …)",Gratuito,Aperto in determinati giorni/orari,"Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio",,,Solo in alcuni periodi dell'anno,"Gennaio, Febbraio, Marzo, Aprile, Maggio, Giugno, Luglio, Settembre, Ottobre, Novembre, Dicembre",,SERVIZIO PUBBLICO CHE SI OCCUPA DELLA GESTIONE DEI BAMBINI DAI 3 AI 6 ANNI,Bambini (0–10 anni),,"Si, previa assistenza",Si,Si,No,Si,45898,STRUTTURA MEDIAMENTE FREQUENTATA,46.064745,11.151806,foursquare_povo.geojson,Scuola Materna - Povo di Trento,Via Pantè 1,76.96,0.16,da_verificare,Servizi e attività economiche,"VIA DELLA RESISTENZA, 48"
45914.89904862268,CENTRO SERVIZI ,Servizi e attività economiche,APSP MARGHERITA GRAZIOLI,VIA DELLA RESISTENZA 61/D,APSP MARGHERITA GRAZIOLI,0461 818101 - centroservizi@apspgrazioli.it - www.apspgrazioli.it,"Accesso riservato a determinati utenti (es. tesserati, residenti, …)",Misto,Aperto in determinati giorni/orari,Mattina,Mattina,Mattina,"Mattina, Pomeriggio",Mattina,,,Sempre aperto,,,"Il Centro Servizi promuove attività motorie, culturali e servizi di cura e igiene rivolti a persone adulto/anziane del territorio. La Residenza Sanitaria Assistenziale (di seguito RSA) è una struttura socio-sanitaria residenziale dedicata a persone adulto/anziane non autosufficienti che necessitano di assistenza.","Adulti (31–64 anni), Anziani (65+)","Associazioni / Gruppi organizzati, Persone fragili o in situazione di svantaggio sociale, Anziani","Si, in autonomia",No,Si,No,Si,45914,"Il Centro Servizi è facilmente raggiungibile sia con i mezzi pubblici sia con i mezzi privati. Dispone infatti di un ampio parcheggio coperto oppure scoperto con disco orario di 2 ore e si trova in corrispondenza della fermata degli autobus di linea urbana  n.5, n.13 e n. 16",46.066208,11.155608,commercio_e_servizi_di_prossimita.csv,Centro Estetico,Via della Resistenza 25,77.44,4.06,da_verificare,Servizi e attività economiche,VIA DELLA RESISTENZA 61/D
45914.90923582176,CASA MELOGRANO,Servizi e attività economiche,APSP MARGHERITA GRAZIOLI,VIA DELLA RESISTENZA N. 61/D,APSP MARGHERITA GRAZIOLI,0461 818101 - centroservizi@apspgrazioli.it - www.apspgrazioli.it,Accesso libero,Gratuito,Aperto in determinati giorni/orari,Mattina,Mattina,Mattina,"Mattina, Pomeriggio",Mattina,,,Sempre aperto,,,"Casa Melograno è un nuovo punto di vista sull'essere anziano, un nuovo servizio a disposizione di anziani e caregiver della collina est di Trento. Eroga servizi di risposta e sostegno concreto agli anziani e alle famiglie del territorio.

https://www.apspgrazioli.it/Spazi/Casa-Melograno","Adulti (31–64 anni), Anziani (65+)","Famiglie, Persone fragili o in situazione di svantaggio sociale","Si, in autonomia",No,Si,No,Si,45914,"Struttura nuova con accesso sbarrierato; dispone di ampio parcheggio coperto e scoperto con disco orario di 2 ore; adiacente alle fermate dell'autobus urbano di linea n. 5, n. 13 e n. 16",46.065951943293754,11.157336881383971,foursquare_povo.geojson,Casa di Riposo Margherita Grazioli,"Via della Resistenza, S/N",88.75,88.75,automatico,Servizi e attività economiche,VIA DELLA RESISTENZA N. 61/D
45914.913539456014,PUNTO PRELIEVI,Servizi e attività economiche,APSP MARGHERITA GRAZIOLI,VIA DELLA RESISTENZA N. 61/E,APSP MARGHERITA GRAZIOLI,0461 818156 - info@apspgrazioli.it - www.apspgrazioli.it ,Con prenotazione,Misto,Aperto in determinati giorni/orari,,,Mattina,,Mattina,,,Sempre aperto,,,"Il Punto Prelievi è un ambulatorio dedicato ai prelievi di sangue e alla consegna di liquidi e materiali biologici per esami biochimici effettuati dai laboratori dell'Azienda Provinciale per i Servizi Sanitari.

https://www.apspgrazioli.it/Spazi/Punto-Prelievi",Tutte la età,Tutti,"Si, in autonomia",No,Si,No,Si,45914,"È facilmente raggiungibile sia con i mezzi pubblici (linea urbana n. 5, n. 13 e n. 16) sia con quelli privati: è infatti dotato di ampio parcheggio coperto e scoperto con disco orario di 2 ore. ",,,,,,0.0,0.0,non_trovato,Servizi e attività economiche,VIA DELLA RESISTENZA N. 61/E
45914.922176319444,FAMIGLIA COOPERATIVA POVO,Servizi e attività economiche,FAMIGLIA COOPERATIVA POVO,PIAZZA MANCI -38123 POVO -TN-,FABRIZIO BELLOTTI (DIRETTORE), 0461 810268 - fcpovo@famcooperativa.it - www.famigliacooperativapovo.it,Accesso libero,A pagamento,Aperto in determinati giorni/orari,"Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio","Mattina, Pomeriggio",,Sempre aperto,,,"La Famiglia Cooperativa di Povo, oltre alla consueta attività di vendita al dettaglio, garantisce molteplici servizi quali il servizio di consegna a domicilio, sconti e convenzioni per i soci, servizio di attivazione telefonia mobile Coopvoce e prenotazione libri di testo per la scuola a prezzi scontati. A queste attività si affiancano interventi a sostegno della comunità locale con contributi a favore delle numerose associazioni culturali e ricreative presenti sul territorio.",Tutte la età,Tutti,"Si, in autonomia",Si,Si,No,Si,45914,"E' il principale negozio di alimentari del sobborgo, con orario continuato dal lunedì al sabato. Adiacente alla fermata della linea urbana n.5, n.13 e n.16.

 www.famigliacooperativapovo.it",46.06632126559786,11.154434708861467,foursquare_povo.geojson,Famiglia Cooperativa di Povo dal 1895,"Piazza Manci Giannantonio, 8",100.0,0.0,automatico,Servizi e attività economiche,PIAZZA MANCI -38123 POVO -TN-
45914.92720737269,FAMIGLIA COOPERATIVA POVO -FILIALE DI SPRE',Servizi e attività economiche,FAMIGLIA COOPERATIVA POVO,"Via della Resistenza n. 79, 38123 Povo TN",FABRIZIO BELLOTTI -DIRETTORE,0461 810269 - fcpovo@famcooperativa.it - www.famigliacooperativapovo.it/punti-vendita,Accesso libero,A pagamento,Aperto in determinati giorni/orari,"Mattina, Pomeriggio",Mattina,"Mattina, Pomeriggio",Mattina,"Mattina, Pomeriggio",Mattina,,Sempre aperto,,,"La Famiglia Cooperativa di Povo, oltre alla consueta attività di vendita al dettaglio, garantisce molteplici servizi quali il servizio di consegna a domicilio, sconti e convenzioni per i soci, servizio di attivazione telefonia mobile Coopvoce e prenotazione libri di testo per la scuola a prezzi scontati. A queste attività si affiancano interventi a sostegno della comunità locale con contributi a favore delle numerose associazioni culturali e ricreative presenti sul territorio.",Tutte la età,Tutti,"Si, in autonomia",No,Si,No,No,45914,"Piccolo negozio, nella frazione di Sprè, a nord del sobborgo di Povo. Si trova in prossimità della fermata dell'autobus urbano di linea n. 5

www.https://famigliacooperativapovo.it/punti-vendita/",46.069323,11.161291,commercio_e_servizi_di_prossimita.csv,Famiglia Cooperativa Povo,"Via della Resistenza n. 79, 38123 Povo TN",100.0,9.86,automatico,Servizi e attività economiche,"Via della Resistenza n. 79, 38123 Povo TN"
45914.93598822917,UFFICIO POSTALE POVO,Servizi e attività economiche,POSTE ITALIANE,PIAZZA MANCI N. 4 38123 POVO -TN,,0461 810764,Accesso libero,Misto,Aperto in determinati giorni/orari,Mattina,,Mattina,,Mattina,,,Sempre aperto,,,"Oltre a fornire servizi postali di base, il Gruppo Poste Italiane offre in Italia prodotti integrati e servizi di risparmio postale, comunicazione, logistica e servizi finanziari.
Il gruppo offre inoltre un'ampia gamma di prodotti postali, dai servizi di corriere espresso a una vasta scelta di prodotti finanziari.
Alcuni dei servizi erogati:
Corrispondenza (Lettera, Raccomandata, Telegramma)
Spedizioni (Pacchi, Confezioni preaffrancate, Rete Punto Poste).
Conti (Conti BancoPosta, Servizi accessori).
Carte (Carte Postepay, Carte di debito, Carte di credito).
Invio denaro (Vaglia, Moneygram, Western Union)
Finanziamenti (Prestiti BancoPosta, Mutui BancoPosta)
Buoni fruttiferi postali, Libretti postali
Servizi digitali certificati (Identità digitale PosteID, Posta Elettronica Certificata)
Rilascio documenti (Successioni, Passaporti, Permessi di soggiorno, Carta Rdc)
INPS (Buoni lavoro, Emissione carte INPS)
","Giovani (18–30 anni), Adulti (31–64 anni), Anziani (65+)",Tutti,"Si, in autonomia",No,Si,No,Si,45914,"L'ufficio postale si trova nella piazza del sobborgo, nelle immediate vicinanze della fermata del trasporto pubblico urbano linee n.5, n.13 e n.16

www.ufficio-postale.it/trento/4827-poste-italiane/",,,,,,0.0,0.0,non_trovato,Servizi e attività economiche,PIAZZA MANCI N. 4 38123 POVO -TN
45963.445771053244,FARMACIA COMUNALE,Servizi e attività economiche,Comune di Trento,"Povo, Piazza G. Manci, 5",dott.ssa Lorenza Facchinelli,Tel. 0461 810525 farm06@farcomtrento.it https://www.farcomtrento.com/farmacie/farmacia-povo/,Accesso libero,A pagamento,Sempre aperto,,,,,,,,Sempre aperto,,,"Farmacia, con offerta di servizi aggiuntivi per la salute: misurazione pressione, profilo lipidico completo e emoglobina glicata, elettrocardiogramma, controllo del peso, test intolleranza alimentare, test diagnostici per lo streptococco di tipo A, angolo allattamento neonati, altri servizi come raccolta farmaci scaduti e noleggio strumenti.",Tutte la età,Tutti,"Si, in autonomia",,Si,,Si,45962,Farmacia molto frequentata. Orario 8.15 - 12.15  15.15 - 19.15 Sabato 8.15 - 12.15,46.06634941371948,11.15410298500785,foursquare_povo.geojson,Farmacia Comunale Povo,Piazza Giannantonio Manci 5,100.0,100.0,automatico,Servizi e attività economiche,"Povo, Piazza G. Manci, 5"
45963.45812697917,AB CARTOCOPISTERIA S.A.S.,Servizi e attività economiche,Soggetto privato,"Povo Via della Resistenza,  4 ",Ciurletti Roberta,0461 816168 -  info@abcopy.eu - https://www.abcopy.eu/,Accesso libero,A pagamento,Sempre aperto,,,,,,,,Sempre aperto,,,"Negozio di stampa e copisteria, cancelleria, giochi, articoli per la persona e per la casa, articoli regalo, toner e cartucce,  elettronica. Servizi di stampa e rilegatura tesi, UPS Access Point ",Tutte la età,Tutti,"Si, previa assistenza",,Si,,Si,45962,,46.066273,11.156069,commercio_e_servizi_di_prossimita.csv,AB Cartocopisteria,Via della Resistenza 48,100.0,6.8,automatico,Servizi e attività economiche,"Povo Via della Resistenza,  4 "
46069.75552427083,Fontana in Via Madonnina,Luoghi/monumenti di interesse storico/artistico e fontane,Circoscrizione di Povo,Via Madonnina,Ufficio Strade e aree demaniali,0461 884780,Accesso libero,Gratuito,Sempre aperto,,,,,,,,Sempre aperto,,,Piccola fontana pubblica d’acqua potabile,Tutte la età,Tutti,"Si, in autonomia",Si,Si,,,46069,non funzionante nei mesi invernali,,,,,,0.0,0.0,non_trovato,Luoghi/monumenti di interesse storico/artistico e fontane,Via Madonnina
46069.76070150463,Fontana in Piazza Manci,Luoghi/monumenti di interesse storico/artistico e fontane,Circoscrizione di Povo,Povo - Piazza G.Manci,Ufficio Strade e aree demaniali,0461884780,Accesso libero,Gratuito,Sempre aperto,,,,,,,,Sempre aperto,,,"Fontana storica della piazza, usata come arredo urbano e punto d’acqua potabile",Tutte la età,Tutti,"Si, in autonomia",Si,Si,,Si,46069,,46.06602499605463,11.154492069816758,foursquare_povo.geojson,Piazza Manci,None,77.14,77.14,da_verificare,Luoghi/monumenti di interesse storico/artistico e fontane,Povo - Piazza G.Manci
